,x1,y1,x2,y2,vx1,vy1,vx2,vy2,m1,m2,t,x1t,y1t,x2t,y2t
0,-4.118411711995905,-0.5332749053861026,-3.5087762634313684,-0.8392889685040547,0.2540476925237331,-2.145774909952463,-0.3495922571147961,-1.5609962956797665,3.7204489451966625,8.948541332636529,0.646963833559696,-4.013164349739677,-1.5997303743615778,-3.7103732551348987,-1.9829818602005025
1,-1.8798832871550997,-1.2929260088866834,-1.1538150537505998,-1.4953889188223273,0.014487308767746496,-1.0072904946423222,0.44157978453053154,1.1808346855574028,2.7901621959584504,5.623694038253387,0.648550409493446,-1.7683438997132015,-1.9270164236600436,-0.9181062590692893,-0.7390782345598308
2,3.190753300896805,1.3761648227124184,3.184793655950384,1.7731009697294255,-1.540137578355712,-0.883725680628525,0.345241656252516,1.0598647223027977,6.2307426685473235,3.1113159020777603,1.0830446969643859,1.5767321910631746,0.5861818136074837,3.4505315311546854,2.5862833374676155
3,3.9675441158113394,-0.5430754880558091,3.713433761495419,-0.5225134218850722,-1.3864087702392458,1.7790627314987457,0.8630589245791694,1.2928972457099688,5.088967349784314,4.575150157290495,0.7673367029855002,4.0809625077449905,0.3954586870705574,3.066216283809907,0.9440904873932899
4,2.2596229366889666,-1.2479143369803127,1.610558062896822,-1.8227252894173214,-0.3933467641582793,0.1748845000379433,-0.8713037946572203,-1.2279255256039778,6.34762116394638,5.106622228332587,1.1515912566044268,1.70976788315436,-1.1608888005776405,0.7275962198972096,-3.0946297622707997
5,-4.285201211983548,-0.013166248208014153,-3.522244063335037,-0.06236955888863239,-1.0156380783971641,1.049265206745337,0.0967679148372587,-1.3767511001349766,4.5264579556577935,4.492879037960544,1.2126629963755784,-5.395196101134885,1.2008932025960353,-3.527438072987293,-1.6731229703080936
6,-1.82884019126445,-2.4684841881788575,-1.8304825475143158,-2.77007347204026,0.3591413882243408,1.670935019752041,1.2703054230641184,-0.060485307547747606,3.650902572050173,3.4710572732477716,0.8246030486697777,-1.4848416709981913,-1.3328283510272314,-0.8333134742504364,-2.5651983816295623
7,-3.7927707792322884,1.7638197609473183,-3.661670545485649,1.9505759623541337,0.9963984140479122,-1.8809208083475242,0.9205916210777703,1.9601122819247594,7.509319525320514,8.003831822171056,1.1400396133568629,-2.453310803281919,0.3036867070377728,-2.803111182933586,3.5432628044705172
8,0.7887824590940813,0.3140828005500751,0.2524967281231931,0.4792980835206364,-0.37673015860777187,1.0485550599017468,0.9344975701716994,1.1331567503954159,1.4544460963646397,4.268238405815738,0.9136047140767849,1.0604324085095684,2.0383142006031885,0.8964068956468991,1.2534422300671733
9,-3.7493209851512677,-1.5338834991701287,-3.7360971965565204,-1.535630501839203,14.452264216093186,-5.34974738938967,4.737646332392734,-3.510435241872182,8.400414952503462,9.351301568386031,0.7205290078645858,2.9622696144811016,-4.68695563053968,3.0027937649918788,-4.695237247207986
10,-3.223683461239808,-2.001801881909487,-3.7119818506676987,-2.422546850695538,-1.2507392434762512,0.15784373762911866,-1.45322493796828,1.0606950702675653,8.318022780482973,1.0889936230773387,1.1512584190745414,-4.801061347613931,-1.741336735596547,-4.335110614312808,-1.8028972402188792
11,1.1697329506087435,0.3746456246098031,1.1090087299326221,0.37221338762702727,-4.840274727022417,2.9600437080494246,3.612613660109733,-1.7280573447551135,6.790398018398003,5.553111205130225,0.7904521953837452,-2.570339996337513,0.8144002421387141,3.8595276251887167,1.3296275538615416
12,-0.22708716246103755,-1.692619519401486,-0.04155224776954111,-1.933443191001878,-1.6311807675749206,1.9369266618899115,2.4690093623907545,1.3414843073957776,5.450354500221286,5.346293101771909,0.9297107272272522,-1.541368647111121,-0.02212465848365753,2.0477309333116445,-0.5534282784483502
13,-3.7951863004744557,-2.1007236406941,-3.7008948633236636,-2.0910339324127625,-2.075761651523021,2.4346265601126427,-2.494007129158028,0.6440398535283705,4.471103061414995,4.807749695005672,0.7795244611568788,-5.580367901444773,-0.9207540672978586,-5.489658651489976,-0.9213749776733193
14,0.5255272058963314,2.8408948948290247,0.26844916225154597,2.62220227750542,0.12860296926859313,0.49794662881803053,0.4077907963737539,0.24003669079568912,2.2052558145743673,4.248869623254577,1.1593785563275694,0.8402763970864673,3.108133700286153,0.655257284704721,3.061428664488814
15,4.8541427573986216,1.6013154348629293,4.343641954305866,2.0674750108799276,-0.9942589574947037,1.0749573320015389,1.5439021457790252,-0.2958277329921033,8.367496393268882,1.8851793177695257,1.2146497832587544,4.0505733649534355,3.1882896446275866,4.425285850957972,0.4596785521955241
16,1.1313571531993158,-3.4970903292692554,1.0304599655643243,-3.716140690942532,-1.581113759248357,-0.3579329856941386,-0.0030876307216161653,-2.0446974604798935,5.650227515785582,3.0703186906817264,0.6477304182775675,0.13663672032031207,-3.9682686841988195,0.9743282743799333,-4.600112804580424
17,3.7272732789938843,-1.420394084740356,3.6362982232290286,-1.659278629545695,0.07978166902342966,-2.5606866089166305,2.275691246266278,-1.537561811788162,8.32912538570264,7.205321426377779,1.1030787185189483,5.277871478855083,-3.8138964626460456,4.455853513485377,-3.8537106317892613
